source_file,section,spread_index,left_page,right_page,left_table_id,right_table_id,pair_record_index,right_subrow_index,alignment_status,state,company,municipality,plant,installation_year,energy_source,primary_motor_type,primary_motor_number,primary_motor_hp,transmission_line_km,distribution_line_km,transmission_voltage,distribution_voltage,current_type,phases,cycles,transformer_stations,personnel,municipality_plant_location,electrical_installation_capacity_hp,total_waterfall_capacity_hp,waterfall_height_m,extension_m,adduction_material,pipe_diameter_mm,pipe_thickness_mm,watercourse_used,reservoir_capacity_m3,raw_left_cells_json,raw_right_cells_json
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,tbl-114.md,10,1,matched,Minas Geraes,Empresa Força e Luz Hervalense,,—,,,,,,,,30000,5000,,,,1,,Viçosa,150,150,—,—,Aço...,800,4,Rio do Peixe...,4100000,"[""Empresa Força e Luz Hervalense"", ""Viçosa"", ""—"", ""150"", ""150"", ""—"", ""—""]","[""Aço..."", ""800"", ""4"", """", """", ""30.000"", ""5.000"", ""1"", ""Rio do Peixe..."", ""4.100.000""]"
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,tbl-114.md,11,1,matched,Minas Geraes,St John del Rey Mining Company Limited,,A,,,,,,50,68,15000,380,,,,,,Villa Nova de Lima,335,720,34,1770,,1020,8,Rio de Veiga...,,"[""St John del Rey Mining Company Limited"", ""Villa Nova de Lima"", ""A"", ""335"", ""720"", ""34"", ""1 770""]","["""", ""1.020"", ""8"", ""50"", ""68"", ""15.000"", ""380"", """", ""Rio de Veiga..."", """"]"
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,tbl-114.md,12,1,matched,Minas Geraes,,,B,,,,,,,,5000,220,,,,,,,402,560,26,,,1090,10,Rio de Veiga dos Macacos...,,"["""", """", ""B"", ""402"", ""560"", ""26"", """"]","["""", ""1.090"", ""10"", """", """", ""5.000"", ""220"", """", ""Rio de Veiga dos Macacos..."", """"]"
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,tbl-114.md,13,1,matched,Minas Geraes,,,C,,,,,,,,,,,,,,,,911,1120,53,,,1120,,Rio de Veiga dos Crystaes...,,"["""", """", ""C"", ""911"", ""1 120"", ""53"", """"]","["""", ""1.120"", """", """", """", """", """", """", ""Rio de Veiga dos Crystaes..."", """"]"
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,tbl-114.md,14,1,matched,Minas Geraes,,,D,,,,,,,,,,,,,,,,1876,1950,78,,,,,Rio de Veiga do Retiro...,,"["""", """", ""D"", ""1 876"", ""1 950"", ""78"", """"]","["""", """", """", """", """", """", """", """", ""Rio de Veiga do Retiro..."", """"]"
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,tbl-114.md,15,1,matched,Minas Geraes,,,E,,,,,,10,5,2200,110,,,,1,,,1876,1950,78,,Ferro...,300,2,Rio de Veiga Cardoso...,-,"["""", """", ""E"", ""1 876"", ""1 950"", ""78"", """"]","[""Ferro..."", ""300"", ""2"", ""10"", ""5"", ""2.200"", ""110"", ""1"", ""Rio de Veiga Cardoso..."", ""-""]"
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,tbl-114.md,16,1,matched,Minas Geraes,,,Gaya,,,,,,3,4,2200,10,,,,1,,,402,600,25,,Madeira...,-,-,Rio Conquista ou das Almas...,-,"["""", """", ""Gaya"", ""402"", ""600"", ""25"", """"]","[""Madeira..."", ""-"", ""-"", ""3"", ""4"", ""2.200"", ""10"", ""1"", ""Rio Conquista ou das Almas..."", ""-""]"
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,,17,1,left_only,Minas Geraes,,,Crystacs,,,,,,,,,,,,,,,,154,450,21,,,,,,,"["""", """", ""Crystacs"", ""154"", ""450"", ""21"", """"]",
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,,18,1,left_only,Minas Geraes,,,Retiro,,,,,,,,,,,,,,,,67,260,13,,,,,,,"["""", """", ""Retiro"", ""67"", ""260"", ""13"", """"]",
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,,19,1,left_only,Minas Geraes,Municipalidade de Villa Nova de Rezende,,Oso,,,,,,,,,,,,,,,Villa Nova de Rezende,15,300,17,30,,,,,,"[""Municipalidade de Villa Nova de Rezende"", ""Villa Nova de Rezende"", ""Oso"", ""15"", ""300"", ""17"", ""30""]",
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,,20,1,left_only,Minas Geraes,,,Conquista,,,,,,,,,,,,,,,,20,20,7,8,,,,,,"["""", """", ""Conquista"", ""20"", ""20"", ""7"", ""8""]",
table_1_all.pdf,section_ii,7,45,46,tbl-115.md,tbl-121.md,1,1,matched,Parahyba,,,,,,,,,16,18,2000,120,,,,3,,,HPCapacitédel'installationélectriqueHP,MPCapacitétotaledelachuted'eauycompriscelledelapartiedéjàcaptéeHP,,,Ferro e cimento.,500,9,Rio Camuçá.,500,"["""", """", """", ""H P Capacité de l'installation électrique H P"", ""M P Capacité totale de la chute d'eau y compris celle de la partie déjà captée H P"", """", """"]","[""Ferro e cimento."", ""500"", ""9"", ""16"", ""18"", ""2.000"", ""120"", ""3"", ""Rio Camuçá."", ""500""]"
table_1_all.pdf,section_ii,7,45,46,tbl-116.md,tbl-121.md,2,1,matched,Parahyba,Empresa Hydro-Electrica Borborema,,—,,,,,,,,,,,,,,,Bananeiras,50,200,130,200,PARANÁ,,,,,"[""Empresa Hydro-Electrica Borborema"", ""Bananeiras"", ""—"", ""50"", ""200"", ""130"", ""200""]","[""PARANÁ"", """", """", """", """", """", """", """", """", """"]"
table_1_all.pdf,section_ii,7,45,46,tbl-117.md,tbl-121.md,3,1,matched,Parahyba,Antonio Meirelles Sobrinho,,Irahysinho,,,,,,-,2,-,220,,,,-,,Dendoro,12,15,4,—,-,-,-,Rio Irahyzinho.,10000,"[""Antonio Meirelles Sobrinho"", ""Dendoro"", ""Irahysinho"", ""12"", ""15"", ""4"", ""—""]","[""-"", ""-"", ""-"", ""-"", ""2"", ""-"", ""220"", ""-"", ""Rio Irahyzinho."", ""10.000""]"
table_1_all.pdf,section_ii,7,45,46,tbl-117.md,tbl-121.md,4,1,matched,Parahyba,Municipalidade de Palmeira,,—,,,,,,12,4,5000,110,,,,1,,Palmeira,90,180,14,40,Ferro.,800,20,Rio do Salto.,40,"[""Municipalidade de Palmeira"", ""Palmeira"", ""—"", ""90"", ""180"", ""14"", ""40""]","[""Ferro."", ""800"", ""20"", ""12"", ""4"", ""5.000"", ""110"", ""1"", ""Rio do Salto."", ""40""]"
table_1_all.pdf,section_ii,7,45,46,tbl-117.md,tbl-121.md,5,1,matched,Parahyba,E de Melhoramentos Urbanos de Paranaguá,,Rio Miranda,,,,,,16,20,11000,220,,,,1,,Paranaguá,750,1500,96,300,Aço.,600,20,Rio Miranda.,-,"[""E de Melhoramentos Urbanos de Paranaguá"", ""Paranaguá"", ""Rio Miranda"", ""750"", ""1 500"", ""96"", ""300""]","[""Aço."", ""600"", ""20"", ""16"", ""20"", ""11.000"", ""220"", ""1"", ""Rio Miranda."", ""-""]"
table_1_all.pdf,section_ii,7,45,46,tbl-117.md,tbl-121.md,6,1,matched,Parahyba,José Fanchin,,—,,,,,,16,20,11000,110,,,,1,,Pirahy,20,—,4,—,-,300,10,Rio Miranda.,-,"[""José Fanchin"", ""Pirahy"", ""—"", ""20"", ""—"", ""4"", ""—""]","[""-"", ""300"", ""10"", ""16"", ""20"", ""11.000"", ""110"", ""1"", ""Rio Miranda."", ""-""]"
table_1_all.pdf,section_ii,7,45,46,tbl-117.md,tbl-121.md,7,1,matched,Parahyba,Martins & Carvalho,,Pitanguy,,,,,,-,4,-,220,,,,-,,Ponta Grossa,600,1200,15,74,-,-,-,Ribeirão Pirahy.,4000,"[""Martins & Carvalho"", ""Ponta Grossa"", ""Pitanguy"", ""600"", ""1 200"", ""15"", ""74""]","[""-"", ""-"", ""-"", ""-"", ""4"", ""-"", ""220"", ""-"", ""Ribeirão Pirahy."", ""4.000""]"
table_1_all.pdf,section_ii,7,45,46,tbl-117.md,tbl-121.md,8,1,matched,Parahyba,Dursky & Companhia,,—,,,,,,8,17,10000,220,,,,1,,Prudentopolis,60,1000,21,50,Aço.,900,7,Rio Pitanguy.,-,"[""Dursky & Companhia"", ""Prudentopolis"", ""—"", ""60"", ""1 000"", ""21"", ""50""]","[""Aço."", ""900"", ""7"", ""8"", ""17"", ""10.000"", ""220"", ""1"", ""Rio Pitanguy."", ""-""]"
table_1_all.pdf,section_ii,7,45,46,tbl-117.md,tbl-121.md,9,1,matched,Parahyba,Heraclito de Magalhães,,—,,,,,,7,-,3200,120,,,,1,,São José da Bôa Vista,5,5,6,8,Aço.,550,5,Rio dos Patos.,-,"[""Heraclito de Magalhães"", ""São José da Bôa Vista"", ""—"", ""5"", ""5"", ""6"", ""8""]","[""Aço."", ""550"", ""5"", ""7"", ""-"", ""3.200"", ""120"", ""1"", ""Rio dos Patos."", ""-""]"
table_1_all.pdf,section_ii,7,45,46,tbl-118.md,tbl-121.md,10,1,matched,Parahyba,Empresa de Luz Cabense,,—,,,,,,1,-,220,220,,,,-,,Cabo,45,(1),—,—,Madeira.,440,50,Ribeirão da Pescaria.,-,"[""Empresa de Luz Cabense"", ""Cabo"", ""—"", ""45"", ""(1)"", ""—"", ""—""]","[""Madeira."", ""440"", ""50"", ""1"", ""-"", ""220"", ""220"", ""-"", ""Ribeirão da Pescaria."", ""-""]"
table_1_all.pdf,section_ii,7,45,46,tbl-119.md,tbl-121.md,11,1,matched,Parahyba,Empresa Fluminense de Força e Luz,,Quirino,,,,,,,,,,,,,,,Barra do Pirahy,200,250,105,2000,PERNAMBUCO,,,,,"[""Empresa Fluminense de Força e Luz"", ""Barra do Pirahy"", ""Quirino"", ""200"", ""250"", ""105"", ""2 000""]","[""PERNAMBUCO"", """", """", """", """", """", """", """", """", """"]"
table_1_all.pdf,section_ii,7,45,46,tbl-119.md,tbl-121.md,12,1,matched,Parahyba,Companhia Fiação e Tecidos São José,,Chalet,,,,,,-,-,-,220,,,,-,,Barra Mansa,120,120,25,90,-,-,-,(1),-,"[""Companhia Fiação e Tecidos São José"", ""Barra Mansa"", ""Chalet"", ""120"", ""120"", ""25"", ""90""]","[""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""220"", ""-"", ""(1)"", ""-""]"
table_1_all.pdf,section_ii,7,45,46,tbl-119.md,tbl-121.md,13,1,matched,Parahyba,Luiz Corrêa da Rocha Sobrinho,,Banquete,,,,,,,,,,,,,,,Bom Jardim,60,900,6,240,RIO DE JANEIRO,,,,,"[""Luiz Corrêa da Rocha Sobrinho"", ""Bom Jardim"", ""Banquete"", ""60"", ""900"", ""6"", ""240""]","[""RIO DE JANEIRO"", """", """", """", """", """", """", """", """", """"]"
table_1_all.pdf,section_ii,7,45,46,tbl-119.md,tbl-121.md,14,1,matched,Parahyba,Herdeiros de José Constancio Monnerat,,Santo Antonio,,,,,,31,6,13200,2300,,,,1,,Cantagallo,200,200,9,30,Ferro fundido.,600,7,Ribeirão do Quirino.,-,"[""Herdeiros de José Constancio Monnerat"", ""Cantagallo"", ""Santo Antonio"", ""200"", ""200"", ""9"", ""30""]","[""Ferro fundido."", ""600"", ""7"", ""31"", ""6"", ""13.200"", ""2.300"", ""1"", ""Ribeirão do Quirino."", ""-""]"
table_1_all.pdf,section_ii,7,45,46,tbl-119.md,tbl-121.md,15,1,matched,Parahyba,Empresa Força e Luz Ibero-Americana,,Chave do Vaz,,,,,,6,4,3300,220,,,,1,,Cantagallo,1500,1500,70,120,Ferro batido.,400,3,Rio da Bocaina.,-,"[""Empresa Força e Luz Ibero-Americana"", ""Cantagallo"", ""Chave do Vaz"", ""1 500"", ""1 500"", ""70"", ""120""]","[""Ferro batido."", ""400"", ""3"", ""6"", ""4"", ""3.300"", ""220"", ""1"", ""Rio da Bocaina."", ""-""]"
table_1_all.pdf,section_ii,7,45,46,tbl-119.md,tbl-121.md,16,1,matched,Parahyba,Municipalidade de Carmo,,Emboque,,,,,,19,-,2200,220,,,,4,,Carmo,150,150,36,150,Aço e cimento.,450,3,Rio Grande.,1600,"[""Municipalidade de Carmo"", ""Carmo"", ""Emboque"", ""150"", ""150"", ""36"", ""150""]","[""Aço e cimento."", ""450"", ""3"", ""19"", ""-"", ""2.200"", ""220"", ""4"", ""Rio Grande."", ""1.600""]"
table_1_all.pdf,section_ii,7,45,46,,tbl-121.md,17,1,right_only,Parahyba,,,,,,,,,18,12,6600,220,,,,3,,,,,,,Ferro.,400,3,Rio Negro.,-,,"[""Ferro."", ""400"", ""3"", ""18"", ""12"", ""6.600"", ""220"", ""3"", ""Rio Negro."", ""-""]"
table_1_all.pdf,section_ii,7,45,46,,tbl-121.md,18,1,right_only,Parahyba,,,,,,,,,39,8,11000,220,,,,2,,,,,,,Chapas de ferro.,500,4,Rio Negro.,60,,"[""Chapas de ferro."", ""500"", ""4"", ""39"", ""8"", ""11.000"", ""220"", ""2"", ""Rio Negro."", ""60""]"
table_1_all.pdf,section_ii,7,45,46,,tbl-121.md,19,1,right_only,Parahyba,,,,,,,,,1,6,3000,220,,,,1,,,,,,,Ferro batido.,800,3,Rio Emboque.,-,,"[""Ferro batido."", ""800"", ""3"", ""1"", ""6"", ""3.000"", ""220"", ""1"", ""Rio Emboque."", ""-""]"
table_1_all.pdf,section_ii,8,47,48,tbl-122.md,tbl-124.md,1,1,matched,Parahyba,Regino Monastat,,São José,,,,,,3,3,1500,220,,,,1,,Duas Barras,25,50,12,,Ferro.,400,3,Rio Negro.,-,"[""Regino Monastat"", ""Duas Barras"", ""São José"", ""25"", ""50"", ""12"", """"]","[""Ferro."", ""400"", ""3"", ""3"", ""3"", ""1.500"", ""220"", ""1"", ""Rio Negro."", ""-""]"
table_1_all.pdf,section_ii,8,47,48,tbl-122.md,tbl-124.md,2,1,matched,Parahyba,Julius Alp & Companhia,,—,,,,,,7,50,5000,220,,,,1,,Nova Friburgo,500,500,57,,Ferro.,900,15,Rio Santo Antonio.,-,"[""Julius Alp & Companhia"", ""Nova Friburgo"", ""—"", ""500"", ""500"", ""57"", """"]","[""Ferro."", ""900"", ""15"", ""7"", ""50"", ""5 000"", ""220"", ""1"", ""Rio Santo Antonio."", ""-""]"
table_1_all.pdf,section_ii,8,47,48,tbl-122.md,tbl-124.md,3,1,matched,Parahyba,Companhia Brasileira de Energia Eléctrica,,Alberto Torres,,,,,,98,-,44000,220,,,,1,,Parahyba do Sul,18000,18000,50,,Aço.,2500,20,Rios Piabanha e Fagundes,2000,"[""Companhia Brasileira de Energia Eléctrica"", ""Parahyba do Sul"", ""Alberto Torres"", ""18 000"", ""18 000"", ""50"", """"]","[""Aço."", ""2.500"", ""20"", ""98"", ""-"", ""44.000"", ""220"", ""1"", ""Rios Piabanha e Fagundes"", ""2.000""]"
table_1_all.pdf,section_ii,8,47,48,tbl-122.md,tbl-124.md,4,1,matched,Parahyba,"The Rio de Janeiro Tramway, Light and Power Company, Limited",,Parahybuna,,,,,,120,62,30000,220,,,,1,,Parahyba do Sul,1200,1200,7,,Madeira.,-,-,Rio Parahybuna.,-,"[""The Rio de Janeiro Tramway, Light and Power Company, Limited"", ""Parahyba do Sul"", ""Parahybuna"", ""1 200"", ""1 200"", ""7"", """"]","[""Madeira."", ""-"", ""-"", ""120"", ""62"", ""30.000"", ""220"", ""1"", ""Rio Parahybuna."", ""-""]"
table_1_all.pdf,section_ii,8,47,48,tbl-122.md,tbl-124.md,5,1,matched,Parahyba,,,Ribeirão das Lages,,,,,,81,7474,88000,217,,,,3,,Pirahy,60000,80000,310,,Aço.,2450,10,Rio Pirahy.,192000000,"["""", ""Pirahy"", ""Ribeirão das Lages"", ""60 000"", ""80 000"", ""310"", """"]","[""Aço."", ""2.450"", ""10"", ""81"", ""7.474"", ""88.000"", ""217"", ""3"", ""Rio Pirahy."", ""192.000.000""]"
table_1_all.pdf,section_ii,8,47,48,tbl-122.md,tbl-124.md,6,1,matched,Parahyba,Empresa Industrial Santa Theresa,,—,,,,,,6,22,2200,216,,,,2,,Pariaty,120,1000,27,,Canal.,-,-,Rio Piqué-assé.,-,"[""Empresa Industrial Santa Theresa"", ""Pariaty"", ""—"", ""120"", ""1 000"", ""27"", """"]","[""Canal."", ""-"", ""-"", ""6"", ""22"", ""2.200"", ""216"", ""2"", ""Rio Piqué-assé."", ""-""]"
table_1_all.pdf,section_ii,8,47,48,tbl-122.md,tbl-124.md,7,1,matched,Parahyba,Companhia Força e Luz Norte Fluminense,,—,,,,,,200,100,15750,220,,,,1,,Santo Antonio de Padua,700,3000,16,,Canal.,-,-,Rio Muriahé.,-,"[""Companhia Força e Luz Norte Fluminense"", ""Santo Antonio de Padua"", ""—"", ""700"", ""3 000"", ""16"", """"]","[""Canal."", ""-"", ""-"", ""200"", ""100"", ""15.750"", ""220"", ""1"", ""Rio Muriahé."", ""-""]"
table_1_all.pdf,section_ii,8,47,48,tbl-122.md,tbl-124.md,8,1,matched,Parahyba,J Moraes,,—,,,,,,1,1,120,120,,,,-,,São Francisco de Paula,40,—,11,,Aço.,450,3,Ribeirão das Neves.,-,"[""J Moraes"", ""São Francisco de Paula"", ""—"", ""40"", ""—"", ""11"", """"]","[""Aço."", ""450"", ""3"", ""1"", ""1"", ""120"", ""120"", ""-"", ""Ribeirão das Neves."", ""-""]"
table_1_all.pdf,section_ii,8,47,48,tbl-122.md,tbl-124.md,9,1,matched,Parahyba,Municipalidade de Sumidouro,,Sumidouro,,,,,,2,2,220,220,,,,-,,Sumidouro,30,50,3,,Ferro.,800,16,Rio Paquequer.,-,"[""Municipalidade de Sumidouro"", ""Sumidouro"", ""Sumidouro"", ""30"", ""50"", ""3"", """"]","[""Ferro."", ""800"", ""16"", ""2"", ""2"", ""220"", ""220"", ""-"", ""Rio Paquequer."", ""-""]"
table_1_all.pdf,section_ii,8,47,48,tbl-122.md,tbl-125.md,10,1,matched,Rio Grande do Sul,Municipalidade de Alfredo Chaves,,—,,,,,,-,5,-,220,,,,-,,Alfredo Chaves,42,52,12,,Aço.,500,6,Rio Retiro.,-,"[""Municipalidade de Alfredo Chaves"", ""Alfredo Chaves"", ""—"", ""42"", ""52"", ""12"", """"]","[""Aço."", ""500"", ""6"", ""-"", ""5"", ""-"", ""220"", ""-"", ""Rio Retiro."", ""-""]"
table_1_all.pdf,section_ii,8,47,48,tbl-122.md,tbl-125.md,11,1,matched,Rio Grande do Sul,Salathiel Soares de Barros & Companhia,,—,,,,,,14,13,10000,220,,,,2,,Cruz Alta,200,300,7,,Ferro.,1100,15,Arroio Ingles.,120000,"[""Salathiel Soares de Barros & Companhia"", ""Cruz Alta"", ""—"", ""200"", ""300"", ""7"", """"]","[""Ferro."", ""1.100"", ""15"", ""14"", ""13"", ""10.000"", ""220"", ""2"", ""Arroio Ingles."", ""120.000""]"
table_1_all.pdf,section_ii,8,47,48,tbl-122.md,tbl-125.md,12,1,matched,Rio Grande do Sul,Ruschel & Irmãos,,—,,,,,,6,24,3300,220,,,,1,,Estrella,80,80,16,,Ferro.,500,6,Arroio Estrella.,-,"[""Ruschel & Irmãos"", ""Estrella"", ""—"", ""80"", ""80"", ""16"", """"]","[""Ferro."", ""500"", ""6"", ""6"", ""24"", ""3.300"", ""220"", ""1"", ""Arroio Estrella."", ""-""]"
table_1_all.pdf,section_ii,8,47,48,tbl-122.md,tbl-125.md,13,1,matched,Rio Grande do Sul,Guilherme Mollmann,,—,,,,,,1,1,1250,220,,,,-,,Garibaldi,6,14,5,,-,-,-,Arroio da Sella.,-,"[""Guilherme Mollmann"", ""Garibaldi"", ""—"", ""6"", ""14"", ""5"", """"]","[""-"", ""-"", ""-"", ""1"", ""1"", ""1.250"", ""220"", ""-"", ""Arroio da Sella."", ""-""]"
table_1_all.pdf,section_ii,8,47,48,tbl-122.md,tbl-125.md,14,1,matched,Rio Grande do Sul,Municipalidade de Passo Fundo,,Municipal,,,,,,21,22,10000,220,,,,-,,Passo Fundo,560,600,18,,Ferro.,700,6,Rio Taquary.,9000,"[""Municipalidade de Passo Fundo"", ""Passo Fundo"", ""Municipal"", ""560"", ""600"", ""18"", """"]","[""Ferro."", ""700"", ""6"", ""21"", ""22"", ""10.000"", ""220"", ""-"", ""Rio Taquary."", ""9.000""]"
table_1_all.pdf,section_ii,8,47,48,tbl-122.md,tbl-125.md,15,1,matched,Rio Grande do Sul,Irmãos Corso & Companhia (1),,—,,,,,,-,1,-,250,,,,-,,São Francisco de Paula de Cima da Serra,16,20,5,,-,-,-,-,-,"[""Irmãos Corso & Companhia (1)"", ""São Francisco de Paula de Cima da Serra"", ""—"", ""16"", ""20"", ""5"", """"]","[""-"", ""-"", ""-"", ""-"", ""1"", ""-"", ""250"", ""-"", ""-"", ""-""]"
table_1_all.pdf,section_ii,8,47,48,tbl-122.md,tbl-125.md,16,1,matched,Rio Grande do Sul,Municipalidade de São Leopoldo,,Picada 48,,,,,,30,30,5250,220,,,,8,,São Leopoldo,300,300,48,,Ferro e cimento.,800,15,Arroio Feitoria.,-,"[""Municipalidade de São Leopoldo"", ""São Leopoldo"", ""Picada 48"", ""300"", ""300"", ""48"", """"]","[""Ferro e cimento."", ""800"", ""15"", ""30"", ""30"", ""5.250"", ""220"", ""8"", ""Arroio Feitoria."", ""-""]"
table_1_all.pdf,section_ii,9,49,50,tbl-126.md,tbl-130.md,1,1,matched,Rio Grande do Sul,,,,,,,,,130,43,220008500,220,,,,6,,,HP,HP,Haute-delachuted'eauMètres,Mètres,Water-castle,-,-,Rio Itajahy-assú.,-,"["""", """", """", ""H P"", ""H P"", ""Haute- de la chute d'eau Mètres"", ""Mètres""]","[""Water-castle"", ""-"", ""-"", ""130"", ""43"", ""22.000 8.500"", ""220"", ""6"", ""Rio Itajahy-assú."", ""-""]"
table_1_all.pdf,section_ii,9,49,50,tbl-127.md,tbl-130.md,2,1,matched,Rio Grande do Sul,Empresa Força e Luz de Santa Catharina,,—,,,,,,3,3,220,220,,,,-,,Blumenau,5000,20000,15,—,Canal,-,-,Rio Turvo.,3000,"[""Empresa Força e Luz de Santa Catharina"", ""Blumenau"", ""—"", ""5 000"", ""20 000"", ""15"", ""—""]","[""Canal"", ""-"", ""-"", ""3"", ""3"", ""220"", ""220"", ""-"", ""Rio Turvo."", ""3.000""]"
table_1_all.pdf,section_ii,9,49,50,tbl-127.md,tbl-130.md,3,1,matched,Rio Grande do Sul,Izabel Knonz Duarte,,Santa Izabel,,,,,,17,35,11000,400200,,,,1,,Campo Alegre,12,100,24,—,Ferro,650,10,Rio Imaroim.,11000,"[""Izabel Knonz Duarte"", ""Campo Alegre"", ""Santa Izabel"", ""12"", ""100"", ""24"", ""—""]","[""Ferro"", ""650"", ""10"", ""17"", ""35"", ""11.000"", ""400 200"", ""1"", ""Rio Imaroim."", ""11.000""]"
table_1_all.pdf,section_ii,9,49,50,tbl-127.md,tbl-130.md,4,1,matched,Rio Grande do Sul,Governo do Estado de Santa Catharina,,Maroim,,,,,,17,34,20000,220,,,,1,,Florianopolis,900,1200,35,225,Aço,500,168,Rio Pirahy.,3000,"[""Governo do Estado de Santa Catharina"", ""Florianopolis"", ""Maroim"", ""900"", ""1 200"", ""35"", ""225""]","[""Aço"", ""500"", ""16 8"", ""17"", ""34"", ""20.000"", ""220"", ""1"", ""Rio Pirahy."", ""3.000""]"
table_1_all.pdf,section_ii,9,49,50,tbl-127.md,tbl-130.md,5,1,matched,Rio Grande do Sul,"E Joinvillense de Electricidade, Luz e Força",,Pirahy,,,,,,18,-,10000,214,,,,-,,Joinville,900,2000,335,961,-,-,-,-,-,"[""E Joinvillense de Electricidade, Luz e Força"", ""Joinville"", ""Pirahy"", ""900"", ""2 000"", ""335"", ""961""]","[""-"", ""-"", ""-"", ""18"", ""-"", ""10.000"", ""214"", ""-"", ""-"", ""-""]"
table_1_all.pdf,section_ii,9,49,50,tbl-127.md,tbl-130.md,6,1,matched,Rio Grande do Sul,Empresa de Electricidade de Lages,,—,,,,,,15,30,60002000,2000220,,,,2,,Lages,150,1500,—,—,Ferro,1000800750,3,Rio São Lourenço.,10000,"[""Empresa de Electricidade de Lages"", ""Lages"", ""—"", ""150"", ""1 500"", ""—"", ""—""]","[""Ferro"", ""1.000 800 750"", ""3"", ""15"", ""30"", ""6.000 2.000"", ""2.000 220"", ""2"", ""Rio São Lourenço."", ""10.000""]"
table_1_all.pdf,section_ii,9,49,50,tbl-127.md,tbl-130.md,7,1,matched,Rio Grande do Sul,N Bley Netto,,São Lourenço,,,,,,5,5,220,220110,,,,-,,Mafra,480,1200,38,80,-,-,-,Ribeirão Alferes.,-,"[""N Bley Netto"", ""Mafra"", ""São Lourenço"", ""480"", ""1 200"", ""38"", ""80""]","[""-"", ""-"", ""-"", ""5"", ""5"", ""220"", ""220 110"", ""-"", ""Ribeirão Alferes."", ""-""]"
table_1_all.pdf,section_ii,9,49,50,tbl-127.md,tbl-130.md,8,1,matched,Rio Grande do Sul,João Bauer,,—,,,,,,7,4,3600,220,,,,1,,Nova Trento,12,50,10,120,Ferro e cimento,900,18,Rio Humboldt ou Vermelho,-,"[""João Bauer"", ""Nova Trento"", ""—"", ""12"", ""50"", ""10"", ""120""]","[""Ferro e cimento"", ""900"", ""18"", ""7"", ""4"", ""3.600"", ""220"", ""1"", ""Rio Humboldt ou Vermelho"", ""-""]"
table_1_all.pdf,section_ii,9,49,50,tbl-127.md,tbl-130.md,9,1,matched,Rio Grande do Sul,Henrique Moeller & Companhia,,—,,,,,,1,-,220,220,,,,-,,São Bento,120,350,37,230,Canal,-,-,Rio Urussanga.,-,"[""Henrique Moeller & Companhia"", ""São Bento"", ""—"", ""120"", ""350"", ""37"", ""230""]","[""Canal"", ""-"", ""-"", ""1"", ""-"", ""220"", ""220"", ""-"", ""Rio Urussanga."", ""-""]"
table_1_all.pdf,section_ii,9,49,50,tbl-127.md,tbl-131.md,10,1,matched,São Paulo,Antonio Ferraro & Angelo Antonio Nichel,,—,,,,,,12,180,187506000,2200220110,,,,4,,Urussanga,7,—,4,—,Ferro,1000800,7,Ribeirão do Chibarro.,40000,"[""Antonio Ferraro & Angelo Antonio Nichel"", ""Urussanga"", ""—"", ""7"", ""—"", ""4"", ""—""]","[""Ferro"", ""1.000 800"", ""7"", ""12"", ""180"", ""18.750 6.000"", ""2.200 220 110"", ""4"", ""Ribeirão do Chibarro."", ""40.000""]"
table_1_all.pdf,section_ii,9,49,50,tbl-128.md,tbl-131.md,11,1,matched,São Paulo,Empresa de Electricidade de Araraquara,,Chibarro,,,,,,32,-,30000,6000220,,,,3,,Araraquara,2500,3000,75,163,Ferro,2800,5,Rio Jacaré-guassú.,-,"[""Empresa de Electricidade de Araraquara"", ""Araraquara"", ""Chibarro"", ""2 500"", ""3 000"", ""75"", ""163""]","[""Ferro"", ""2.800"", ""5"", ""32"", ""-"", ""30.000"", ""6.000 220"", ""3"", ""Rio Jacaré-guassú."", ""-""]"
table_1_all.pdf,section_ii,9,49,50,tbl-128.md,tbl-131.md,12,1,matched,São Paulo,Empresa Força e Luz do Jahú,,Gavião Peixoto,,,,,,32,-,30000,6000220,,,,5,,Araraquara,6000,10000,13,50,-,-,-,Rio Jahú.,-,"[""Empresa Força e Luz do Jahú"", ""Araraquara"", ""Gavião Peixoto"", ""6 000"", ""10 000"", ""13"", ""50""]","[""-"", ""-"", ""-"", ""32"", ""-"", ""30.000"", ""6.000 220"", ""5"", ""Rio Jahú."", ""-""]"
table_1_all.pdf,section_ii,9,49,50,tbl-128.md,tbl-131.md,13,1,matched,São Paulo,,,—,,,,,,38,-,10000,110,,,,1,,Jahú,500,—,—,—,Aço,600,8,Rio Novo.,-,"["""", ""Jahú"", ""—"", ""500"", ""—"", ""—"", ""—""]","[""Aço"", ""600"", ""8"", ""38"", ""-"", ""10.000"", ""110"", ""1"", ""Rio Novo."", ""-""]"
